,rating,标题,评论详情,review,sentiment
1631,5.0,还可以上次打了件装备，随手挂交易市场，瞬间被秒了，我的天，从此，我变成了游戏内的奸商~~,值得信赖玩过之后难以忘记祝策略游戏越来越炫玩家越来越多,还可以上次打了件装备，随手挂交易市场，瞬间被秒了，我的天，从此，我变成了游戏内的奸商~~，值得信赖玩过之后难以忘记祝策略游戏越来越炫玩家越来越多,1
1632,5.0,好评？网游策略非常棒!控制简单!画面流畅不卡精致!高音效超级棒!非常赞,"简直不需要评价打发时间还有比这个更好的咩很考验智商地SLG策略游戏很好玩,是我喜欢玩的类型,希望还有很多好玩的","好评？网游策略非常棒!控制简单!画面流畅不卡精致!高音效超级棒!非常赞，简直不需要评价打发时间还有比这个更好的咩很考验智商地SLG策略游戏很好玩,是我喜欢玩的类型,希望还有很多好玩的",1
1634,5.0,非常给力时不时玩一下五可以放松游戏画面很精致！我玩过所有游戏里面最好的一款！推荐大家玩一玩！,这个赤潮自走棋很不错很简单真是一款让人一玩就放不了手的赤潮自走棋我每天睡觉之前都会玩上一玩感觉挺不错的值得推荐给大家,非常给力时不时玩一下五可以放松游戏画面很精致！我玩过所有游戏里面最好的一款！推荐大家玩一玩！，这个赤潮自走棋很不错很简单真是一款让人一玩就放不了手的赤潮自走棋我每天睡觉之前都会玩上一玩感觉挺不错的值得推荐给大家,1
1635,5.0,这款赤潮自走棋还真挺有意思,"很不错的赤潮自走棋,效果也很好,没事的时候玩玩挺好的,尤其是火车上","这款赤潮自走棋还真挺有意思，很不错的赤潮自走棋,效果也很好,没事的时候玩玩挺好的,尤其是火车上",1
1636,5.0,超强的赤潮自走棋新体验平时闲着偷懒.玩几把.很不错.也不影响同事工作.关键是这里送了很多礼品很好玩。,强烈推荐的给力游戏。策略游戏画面很棒.五星推荐,超强的赤潮自走棋新体验平时闲着偷懒.玩几把.很不错.也不影响同事工作.关键是这里送了很多礼品很好玩。，强烈推荐的给力游戏。策略游戏画面很棒.五星推荐,1
1638,5.0,太给力了,好玩朋友推荐的！说这款赤潮自走棋很好玩！我还不相信！谁知道下载之后玩的入迷了！画面感也比较好！五星推荐。,太给力了，好玩朋友推荐的！说这款赤潮自走棋很好玩！我还不相信！谁知道下载之后玩的入迷了！画面感也比较好！五星推荐。,1
1639,5.0,真心好玩,"非常容易上手的SLG策略游戏玩得很过瘾刺激好玩超赞这个SLG策略游戏,希望钻石活动多点,每天第一件事就是玩这个","真心好玩，非常容易上手的SLG策略游戏玩得很过瘾刺激好玩超赞这个SLG策略游戏,希望钻石活动多点,每天第一件事就是玩这个",1
1640,5.0,赤潮游戏真的很棒,"很不错,很好玩很上瘾,一直玩还不错这个赤潮自走棋真好玩,是打发零散时间最好的选择了,玩了很久,以后还会支持,","赤潮游戏真的很棒，很不错,很好玩很上瘾,一直玩还不错这个赤潮自走棋真好玩,是打发零散时间最好的选择了,玩了很久,以后还会支持,",1
1641,5.0,挺好的,"喜欢,的确不错这款赤潮自走棋功能都比较齐全,玩起来很不错是我想要的这款赤潮自走棋不错,比其他策略游戏好玩多了,","挺好的，喜欢,的确不错这款赤潮自走棋功能都比较齐全,玩起来很不错是我想要的这款赤潮自走棋不错,比其他策略游戏好玩多了,",1
1642,5.0,非常好玩的小策略游戏,不错的游戏，希望越来越多的人玩，一起来玩吧,非常好玩的小策略游戏，不错的游戏，希望越来越多的人玩，一起来玩吧,1
1645,5.0,好玩的赤潮自走棋游戏这款这个软件策略游戏可选模式多样，是不错的策略游戏，宝宝经常玩，单机策略游,"还在探索中是一款经典好玩的赤潮自走棋,支持,画面精致清晰,策略的设计很不错,非常棒的赤潮自走棋,剧情设计也不错。","好玩的赤潮自走棋游戏这款这个软件策略游戏可选模式多样，是不错的策略游戏，宝宝经常玩，单机策略游，还在探索中是一款经典好玩的赤潮自走棋,支持,画面精致清晰,策略的设计很不错,非常棒的赤潮自走棋,剧情设计也不错。",1
1646,5.0,太棒了,冲着这个赤潮自走棋的画风玩的。人物很萌很可爱。技能也挺流畅效果美观,太棒了，冲着这个赤潮自走棋的画风玩的。人物很萌很可爱。技能也挺流畅效果美观,1
1647,5.0,一直在玩的一个赤潮自走棋以前玩过很多同类的赤潮自走棋~但是都没有这款好玩~已经完了好长时间了~还是舍不得删掉,不错啊火爆好玩的app游戏！里面有好多优惠活动！每天大量福利！画面流畅精美！控制也简单,一直在玩的一个赤潮自走棋以前玩过很多同类的赤潮自走棋~但是都没有这款好玩~已经完了好长时间了~还是舍不得删掉，不错啊火爆好玩的app游戏！里面有好多优惠活动！每天大量福利！画面流畅精美！控制也简单,1
1648,5.0,这策略游戏太棒！,超爱的朋友介绍我玩的刚开始随便下载个实下结果我爱上了真心好玩,这策略游戏太棒！，超爱的朋友介绍我玩的刚开始随便下载个实下结果我爱上了真心好玩,1
1649,5.0,真的很不错的塔防游戏超级给力的这款西方自走棋题材游戏，完美诠释了策略动作题材策略，太喜欢了,这个赤潮自走棋制作不错玩起来也很刺激大家都可以来玩下看,真的很不错的塔防游戏超级给力的这款西方自走棋题材游戏，完美诠释了策略动作题材策略，太喜欢了，这个赤潮自走棋制作不错玩起来也很刺激大家都可以来玩下看,1
1650,5.0,很适合妹纸玩哦！,"很不错的youxi,不错,耐玩,不花钱,有意思真的很好,可圈可点的好策略游戏,","很适合妹纸玩哦！，很不错的youxi,不错,耐玩,不花钱,有意思真的很好,可圈可点的好策略游戏,",1
1651,5.0,很讲究策略性,"好玩,很棒,策略游戏不错这个赤潮自走棋真的是很好不需要花费人民币就能玩的很舒服,","很讲究策略性，好玩,很棒,策略游戏不错这个赤潮自走棋真的是很好不需要花费人民币就能玩的很舒服,",1
1653,5.0,非常值得推荐的一款赤潮自走棋！可玩性很强，题材新颖，游戏画风也是我喜欢的那一种，希望游戏可以优化得更加好,"好,我喜欢,老早就玩这个了,挺好的感觉挺好玩的,又能打发时间还能考验智商,","非常值得推荐的一款赤潮自走棋！可玩性很强，题材新颖，游戏画风也是我喜欢的那一种，希望游戏可以优化得更加好，好,我喜欢,老早就玩这个了,挺好的感觉挺好玩的,又能打发时间还能考验智商,",1
1655,5.0,每天都想要玩几局策略很好玩特别喜欢的这个赤潮自走棋很不错的赤潮自走棋！非常痴迷,好策略游戏很好玩的赤潮自走棋界面很带感.都是真实玩家在里面,每天都想要玩几局策略很好玩特别喜欢的这个赤潮自走棋很不错的赤潮自走棋！非常痴迷，好策略游戏很好玩的赤潮自走棋界面很带感.都是真实玩家在里面,1
1660,5.0,推荐给朋友们一起玩,"策略游戏很有意思,真心有意思,策略游戏很好玩,很耐玩的一款赤潮自走棋,简单好玩的赤潮自走棋,","推荐给朋友们一起玩，策略游戏很有意思,真心有意思,策略游戏很好玩,很耐玩的一款赤潮自走棋,简单好玩的赤潮自走棋,",1
1661,5.0,好玩超级好玩里面跟现实的赤潮自走棋厅没区别上面都有感觉好容易玩哦,真的不错，很值得玩的赤潮自走棋，不错的~只要你有耐心！很棒的赤潮自走棋，无聊的时候来玩玩这么很不错,好玩超级好玩里面跟现实的赤潮自走棋厅没区别上面都有感觉好容易玩哦，真的不错，很值得玩的赤潮自走棋，不错的~只要你有耐心！很棒的赤潮自走棋，无聊的时候来玩玩这么很不错,1
1664,5.0,就是土地改革挺不错的样子。玩了两天发现比较可以。不像其他的应用。喜欢的朋友们可以试试,"手游很好玩,从小到大最喜欢的赤潮自走棋就是手游反正手机策略游戏都喜欢,,新玩法玩的很有成就感哦,一关一关还有奖励强推,","就是土地改革挺不错的样子。玩了两天发现比较可以。不像其他的应用。喜欢的朋友们可以试试，手游很好玩,从小到大最喜欢的赤潮自走棋就是手游反正手机策略游戏都喜欢,,新玩法玩的很有成就感哦,一关一关还有奖励强推,",1
1665,5.0,很耐玩的策略手游,同事推荐给我的真的比其他的赤潮自走棋好玩策略游戏很吸收人很容易上手我强烈推荐,很耐玩的策略手游，同事推荐给我的真的比其他的赤潮自走棋好玩策略游戏很吸收人很容易上手我强烈推荐,1
1666,5.0,自走棋手游现阶段最佳,"特别好,不花钱也能玩好花钱也不一定玩好,最喜欢玩的手游没有之一ω","自走棋手游现阶段最佳，特别好,不花钱也能玩好花钱也不一定玩好,最喜欢玩的手游没有之一ω",1
1668,5.0,信任,画面特别精致，运行特别流畅，是我必须推荐的一款塔防游戏。,信任，画面特别精致，运行特别流畅，是我必须推荐的一款塔防游戏。,1
1669,5.0,又能延续了极限噢对战~玩起来很过瘾~跟小伙伴一起pk很爽~难得遇到这么好玩的赤潮自走棋,游戏活动很多送神将，送vip，送充值，送钻石。很适合平民的塔防游戏。,又能延续了极限噢对战~玩起来很过瘾~跟小伙伴一起pk很爽~难得遇到这么好玩的赤潮自走棋，游戏活动很多送神将，送vip，送充值，送钻石。很适合平民的塔防游戏。,1
1670,5.0,很棒游戏这款赤潮自走棋我以前玩过一段时间!感觉还不错很不错的赤潮自走棋，制作很精美总的来说还不错吧,刚开始玩第一印象就是这个游戏很考玩家的赤潮自走棋性活动也很丰富福利也比较多简单容易上手,很棒游戏这款赤潮自走棋我以前玩过一段时间!感觉还不错很不错的赤潮自走棋，制作很精美总的来说还不错吧，刚开始玩第一印象就是这个游戏很考玩家的赤潮自走棋性活动也很丰富福利也比较多简单容易上手,1
1671,5.0,"很好玩的赤潮自走棋,这款这个赤潮自走棋十分满意!不管在任何方面都是一流的棒!设计生动丰富!这款赤潮自走棋真心不错。",非常好玩啊超级好的赤潮自走棋，特别耐玩特别有感觉啊，很爱玩，根本停不下来，,"很好玩的赤潮自走棋,这款这个赤潮自走棋十分满意!不管在任何方面都是一流的棒!设计生动丰富!这款赤潮自走棋真心不错。，非常好玩啊超级好的赤潮自走棋，特别耐玩特别有感觉啊，很爱玩，根本停不下来，",1
1673,5.0,真的特别棒策略游戏里面的人物挺漂亮的，策略游戏还不错，新手容易上手画面唯美推荐小伙伴呀们可以玩下,会一直支持的大家可以下载一下呗,真的特别棒策略游戏里面的人物挺漂亮的，策略游戏还不错，新手容易上手画面唯美推荐小伙伴呀们可以玩下，会一直支持的大家可以下载一下呗,1
1674,5.0,策略手游良心作！策略手游非常棒,最爱一直保留的赤潮自走棋很好玩很好玩呢很好玩不错的赤潮自走棋体验很不错的赤潮自走棋修改了很多,策略手游良心作！策略手游非常棒，最爱一直保留的赤潮自走棋很好玩很好玩呢很好玩不错的赤潮自走棋体验很不错的赤潮自走棋修改了很多,1
1676,5.0,干干净净分本人比较喜欢这款赤潮自走棋，可以一边玩，还可以交到好朋友，不错的选择...,好玩，超级好玩的，真是一玩就停不下来了,干干净净分本人比较喜欢这款赤潮自走棋，可以一边玩，还可以交到好朋友，不错的选择...，好玩，超级好玩的，真是一玩就停不下来了,1
